Gait cycle [%],C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML
24,0.197550495,0.008498614,-0.032009901,0.202882871,0.009632277,-0.04279099,0.209758119,0.009809307,-0.030582574,0.202234059,0.006991881,-0.028468119,0.209389703,0.010164554,-0.020700594,0.200563366,0.0089,-0.025077525,0.221508911,0.012759802,-0.028713762,0.216340594,0.008045743,-0.013468218,0.226213762,0.008946634,-0.022884554,0.213577426,0.006583168,-0.020002376,0.237440495,0.012478812,-0.022807624,0.215580792,0.007691584,-0.018910297,0.216377426,0.009325743,-0.022276733,0.212677921,0.009612871,-0.021004653,0.194754257,0.007460693,-0.013100297,0.193495644,0.006680594,-0.024327624,0.195206436,0.006344356,-0.022529109,0.181953663,0.008846337,-0.018780891,0.189624158,0.006487624,-0.021551386,0.17838297,0.006360594,-0.023746337,0.217532673,0.010939109,-0.024462673,0.20536,0.009086139,-0.020499208,0.237533663,0.00783901,-0.007855347,0.229158812,0.011796139,-0.027778317,0.218914356,0.009289406,-0.018881089,0.215373366,0.010057129,-0.017494851,0.215633366,0.005683465,-0.014063366,0.199823663,0.008050396,-0.025776535,0.20366,0.007105248,-0.023074455,0.194772772,0.007467822,-0.018311584,0.19865495,0.005499901,-0.01544604,0.212074158,0.005969604,-0.018861683,0.206606238,0.007656436,-0.018603663,0.201331188,0.007994653,-0.028076139,0.206855644,0.008100099,-0.021185644,0.150224257,0.005037129,-0.020901683,0.158020891,0.006173861,-0.022027228,0.150066238,0.005742871,-0.021892376,0.202225248,0.008716931,-0.016768317,0.188680099,0.007320198,-0.019661188,0.18698198,0.007948218,-0.024117525
25,0.205540495,0.008598614,-0.033019901,0.210782871,0.009542277,-0.04440099,0.218098119,0.009989307,-0.031212574,0.210634059,0.007221881,-0.029738119,0.217559703,0.010504554,-0.021210594,0.208863366,0.00904,-0.025897525,0.230078911,0.012879802,-0.029173762,0.225420594,0.008355743,-0.014098218,0.235203762,0.009696634,-0.023324554,0.222487426,0.007133168,-0.020662376,0.246910495,0.013058812,-0.023197624,0.224540792,0.008201584,-0.019520297,0.225307426,0.009905743,-0.022816733,0.221397921,0.010092871,-0.021444653,0.203184257,0.007900693,-0.013250297,0.201695644,0.006900594,-0.025137624,0.203456436,0.006724356,-0.023089109,0.189683663,0.009146337,-0.019040891,0.197524158,0.006837624,-0.022191386,0.18569297,0.006660594,-0.024226337,0.226192673,0.011319109,-0.024952673,0.21378,0.009566139,-0.020959208,0.248223663,0.00851901,-0.007715347,0.238508812,0.012166139,-0.028488317,0.228134356,0.009669406,-0.019521089,0.224033366,0.010397129,-0.017864851,0.225243366,0.006043465,-0.014603366,0.208253663,0.008430396,-0.026416535,0.21198,0.007575248,-0.023654455,0.203222772,0.007677822,-0.018951584,0.20730495,0.005799901,-0.01578604,0.221134158,0.006589604,-0.019461683,0.215376238,0.008026436,-0.019043663,0.209191188,0.008244653,-0.028906139,0.215425644,0.008570099,-0.021835644,0.156824257,0.005387129,-0.021581683,0.164700891,0.006663861,-0.022627228,0.156326238,0.005782871,-0.022472376,0.211085248,0.008976931,-0.017298317,0.196850099,0.007590198,-0.019871188,0.19460198,0.008118218,-0.024787525
26,0.213530495,0.008648614,-0.033929901,0.218662871,0.009362277,-0.04592099,0.226478119,0.010089307,-0.031772574,0.219054059,0.007381881,-0.030958119,0.225759703,0.010744554,-0.021670594,0.217163366,0.00909,-0.026657525,0.238638911,0.012899802,-0.029563762,0.234490594,0.008595743,-0.014708218,0.244123762,0.010336634,-0.023744554,0.231397426,0.007613168,-0.021292376,0.256370495,0.013518812,-0.023527624,0.233520792,0.008631584,-0.020080297,0.234257426,0.010385743,-0.023326733,0.230107921,0.010482871,-0.021844653,0.211634257,0.008260693,-0.013370297,0.209875644,0.007050594,-0.025907624,0.211716436,0.007034356,-0.023629109,0.197453663,0.009356337,-0.019240891,0.205414158,0.007137624,-0.022791386,0.19304297,0.006920594,-0.024636337,0.234842673,0.011589109,-0.025432673,0.22222,0.009966139,-0.021379208,0.258873663,0.00908901,-0.007555347,0.247878812,0.012426139,-0.029148317,0.237344356,0.009929406,-0.020121089,0.232703366,0.010647129,-0.018194851,0.234843366,0.006323465,-0.015123366,0.216643663,0.008730396,-0.026996535,0.2203,0.007965248,-0.024204455,0.211702772,0.007827822,-0.019551584,0.21593495,0.006039901,-0.01609604,0.230194158,0.007119604,-0.020041683,0.224136238,0.008316436,-0.019453663,0.217081188,0.008394653,-0.029696139,0.223965644,0.008970099,-0.022445644,0.163384257,0.005697129,-0.022201683,0.171380891,0.007073861,-0.023177228,0.162576238,0.005772871,-0.022992376,0.219945248,0.009156931,-0.017778317,0.205030099,0.007780198,-0.020021188,0.20223198,0.008218218,-0.025407525
27,0.221560495,0.008648614,-0.034729901,0.226532871,0.009082277,-0.04732099,0.234908119,0.010079307,-0.032272574,0.227494059,0.007481881,-0.032108119,0.234009703,0.010884554,-0.022050594,0.225463366,0.00906,-0.027367525,0.247198911,0.012819802,-0.029883762,0.243540594,0.008765743,-0.015288218,0.252993762,0.010866634,-0.024154554,0.240307426,0.008003168,-0.021892376,0.265840495,0.013848812,-0.023797624,0.242550792,0.008961584,-0.020600297,0.243217426,0.010755743,-0.023786733,0.238807921,0.010772871,-0.022194653,0.220094257,0.008560693,-0.013460297,0.218035644,0.007140594,-0.026627624,0.219996436,0.007274356,-0.024139109,0.205253663,0.009466337,-0.019380891,0.213314158,0.007357624,-0.023341386,0.20045297,0.007120594,-0.025006337,0.243502673,0.011739109,-0.025882673,0.2307,0.010256139,-0.021769208,0.269503663,0.00953901,-0.007375347,0.257268812,0.012576139,-0.029768317,0.246574356,0.010079406,-0.020691089,0.241383366,0.010807129,-0.018454851,0.244443366,0.006523465,-0.015623366,0.225003663,0.008960396,-0.027506535,0.22863,0.008255248,-0.024714455,0.220212772,0.007907822,-0.020121584,0.22457495,0.006209901,-0.01636604,0.239284158,0.007549604,-0.020611683,0.232906238,0.008526436,-0.019833663,0.224991188,0.008454653,-0.030456139,0.232495644,0.009290099,-0.023015644,0.169934257,0.005977129,-0.022771683,0.178040891,0.007413861,-0.023687228,0.168826238,0.005732871,-0.023452376,0.228835248,0.009246931,-0.018218317,0.213240099,0.007910198,-0.020121188,0.20989198,0.008258218,-0.025967525
28,0.229640495,0.008588614,-0.035429901,0.234412871,0.008722277,-0.04860099,0.243378119,0.009979307,-0.032692574,0.235994059,0.007511881,-0.033188119,0.242289703,0.010924554,-0.022360594,0.233793366,0.00894,-0.028007525,0.255768911,0.012619802,-0.030133762,0.252600594,0.008855743,-0.015838218,0.261833762,0.011266634,-0.024524554,0.249257426,0.008303168,-0.022472376,0.275320495,0.014038812,-0.023997624,0.251620792,0.009191584,-0.021070297,0.252217426,0.011005743,-0.024206733,0.247507921,0.010942871,-0.022514653,0.228594257,0.008790693,-0.013510297,0.226215644,0.007180594,-0.027297624,0.228276436,0.007424356,-0.024589109,0.213113663,0.009466337,-0.019460891,0.221224158,0.007517624,-0.023851386,0.20793297,0.007250594,-0.025306337,0.252182673,0.011779109,-0.026302673,0.23922,0.010426139,-0.022109208,0.280093663,0.00986901,-0.007155347,0.266688812,0.012606139,-0.030338317,0.255834356,0.010119406,-0.021191089,0.250093366,0.010857129,-0.018664851,0.254063366,0.006643465,-0.016103366,0.233343663,0.009110396,-0.027976535,0.23698,0.008465248,-0.025184455,0.228762772,0.007927822,-0.020651584,0.23321495,0.006329901,-0.01662604,0.248414158,0.007869604,-0.021141683,0.241716238,0.008646436,-0.020193663,0.232961188,0.008394653,-0.031176139,0.241015644,0.009520099,-0.023535644,0.176484257,0.006227129,-0.023291683,0.184710891,0.007663861,-0.024167228,0.175086238,0.005652871,-0.023842376,0.237745248,0.009246931,-0.018608317,0.221470099,0.007970198,-0.020171188,0.21758198,0.008228218,-0.026467525
29,0.237790495,0.008458614,-0.036019901,0.242332871,0.008282277,-0.04976099,0.251908119,0.009769307,-0.033032574,0.244554059,0.007471881,-0.034188119,0.250629703,0.010864554,-0.022580594,0.242163366,0.00874,-0.028567525,0.264368911,0.012309802,-0.030303762,0.261680594,0.008855743,-0.016338218,0.270663762,0.011536634,-0.024864554,0.258247426,0.008493168,-0.023012376,0.284820495,0.014078812,-0.024137624,0.260750792,0.009321584,-0.021490297,0.261257426,0.011125743,-0.024556733,0.256227921,0.011002871,-0.022784653,0.237124257,0.008930693,-0.013500297,0.234425644,0.007150594,-0.027917624,0.236596436,0.007474356,-0.024989109,0.221023663,0.009366337,-0.019470891,0.229164158,0.007597624,-0.024311386,0.21547297,0.007310594,-0.025566337,0.260892673,0.011699109,-0.026672673,0.24779,0.010486139,-0.022419208,0.290653663,0.01004901,-0.006885347,0.276138812,0.012506139,-0.030858317,0.265124356,0.010039406,-0.021631089,0.258853366,0.010807129,-0.018814851,0.263703366,0.006653465,-0.016543366,0.241693663,0.009180396,-0.028386535,0.24537,0.008575248,-0.025594455,0.237372772,0.007867822,-0.021131584,0.24187495,0.006389901,-0.01684604,0.257584158,0.008079604,-0.021631683,0.250576238,0.008666436,-0.020503663,0.240971188,0.008234653,-0.031846139,0.249535644,0.009660099,-0.023995644,0.183064257,0.006447129,-0.023761683,0.191380891,0.007813861,-0.024607228,0.181376238,0.005542871,-0.024152376,0.246705248,0.009156931,-0.018948317,0.229740099,0.007940198,-0.020171188,0.22530198,0.008128218,-0.026897525
30,0.246020495,0.008268614,-0.036509901,0.250282871,0.007772277,-0.05079099,0.260488119,0.009469307,-0.033282574,0.253184059,0.007331881,-0.035098119,0.258999703,0.010714554,-0.022720594,0.250583366,0.00846,-0.029047525,0.272998911,0.011889802,-0.030393762,0.270790594,0.008765743,-0.016788218,0.279503762,0.011686634,-0.025154554,0.267297426,0.008573168,-0.023512376,0.294360495,0.013978812,-0.024197624,0.269940792,0.009321584,-0.021840297,0.270327426,0.011115743,-0.024826733,0.264977921,0.010932871,-0.022994653,0.245704257,0.008980693,-0.013410297,0.242685644,0.007070594,-0.028477624,0.244936436,0.007444356,-0.025309109,0.229003663,0.009156337,-0.019410891,0.237144158,0.007597624,-0.024711386,0.22309297,0.007270594,-0.025756337,0.269652673,0.011499109,-0.026982673,0.25643,0.010406139,-0.022679208,0.301193663,0.01008901,-0.006555347,0.285628812,0.012286139,-0.031318317,0.274474356,0.009849406,-0.021981089,0.267663366,0.010657129,-0.018904851,0.273373366,0.006573465,-0.016933366,0.250043663,0.009170396,-0.028736535,0.25381,0.008585248,-0.025954455,0.246032772,0.007737822,-0.021551584,0.25056495,0.006379901,-0.01704604,0.266794158,0.008149604,-0.022081683,0.259486238,0.008576436,-0.020773663,0.249061188,0.007954653,-0.032476139,0.258085644,0.009710099,-0.024405644,0.189674257,0.006617129,-0.024181683,0.198070891,0.007873861,-0.025007228,0.187696238,0.005402871,-0.024392376,0.255705248,0.008956931,-0.019228317,0.238040099,0.007830198,-0.020121188,0.23306198,0.007948218,-0.027267525
31,0.254330495,0.007988614,-0.036919901,0.258272871,0.007202277,-0.05167099,0.269118119,0.009079307,-0.033442574,0.261894059,0.007121881,-0.035908119,0.267429703,0.010464554,-0.022770594,0.259083366,0.00809,-0.029447525,0.281678911,0.011349802,-0.030393762,0.279930594,0.008565743,-0.017168218,0.288383762,0.011686634,-0.025384554,0.276417426,0.008533168,-0.023962376,0.303950495,0.013728812,-0.024177624,0.279190792,0.009201584,-0.022130297,0.279457426,0.010955743,-0.025016733,0.273757921,0.010742871,-0.023164653,0.254334257,0.008950693,-0.013240297,0.251015644,0.006930594,-0.028967624,0.253326436,0.007304356,-0.025539109,0.237063663,0.008836337,-0.019260891,0.245154158,0.007507624,-0.025041386,0.23076297,0.007140594,-0.025886337,0.278452673,0.011189109,-0.027242673,0.26513,0.010196139,-0.022879208,0.311723663,0.00996901,-0.006165347,0.295148812,0.011946139,-0.031708317,0.283874356,0.009539406,-0.022251089,0.276523366,0.010387129,-0.018934851,0.283093366,0.006373465,-0.017263366,0.258423663,0.009060396,-0.029036535,0.2623,0.008495248,-0.026244455,0.254762772,0.007537822,-0.021921584,0.25928495,0.006309901,-0.01720604,0.276064158,0.008099604,-0.022461683,0.268466238,0.008386436,-0.021003663,0.257211188,0.007574653,-0.033046139,0.266665644,0.009660099,-0.024755644,0.196344257,0.006737129,-0.024531683,0.204770891,0.007823861,-0.025347228,0.194056238,0.005222871,-0.024532376,0.264765248,0.008646931,-0.019458317,0.246380099,0.007630198,-0.020001188,0.24085198,0.007698218,-0.027567525
32,0.262730495,0.007638614,-0.037239901,0.266302871,0.006572277,-0.05243099,0.277788119,0.008609307,-0.033502574,0.270664059,0.006801881,-0.036618119,0.275889703,0.010124554,-0.022730594,0.267663366,0.00764,-0.029747525,0.290408911,0.010699802,-0.030313762,0.289110594,0.008255743,-0.017468218,0.297323762,0.011556634,-0.025544554,0.285607426,0.008363168,-0.024352376,0.313590495,0.013328812,-0.024077624,0.288500792,0.008961584,-0.022360297,0.288647426,0.010675743,-0.025116733,0.282587921,0.010432871,-0.023254653,0.263044257,0.008820693,-0.012960297,0.259425644,0.006720594,-0.029377624,0.261776436,0.007064356,-0.025679109,0.245203663,0.008416337,-0.019030891,0.253224158,0.007337624,-0.025291386,0.23849297,0.006920594,-0.025956337,0.287312673,0.010779109,-0.027432673,0.2739,0.009846139,-0.023029208,0.322243663,0.00969901,-0.005685347,0.304718812,0.011476139,-0.032028317,0.293324356,0.009129406,-0.022411089,0.285443366,0.010007129,-0.018894851,0.292853366,0.006063465,-0.017523366,0.266833663,0.008860396,-0.029276535,0.27087,0.008315248,-0.026454455,0.263562772,0.007247822,-0.022221584,0.26805495,0.006159901,-0.01732604,0.285384158,0.007919604,-0.022791683,0.277516238,0.008086436,-0.021163663,0.265441188,0.007094653,-0.033556139,0.275275644,0.009500099,-0.025025644,0.203054257,0.006817129,-0.024801683,0.211500891,0.007673861,-0.025617228,0.200456238,0.005012871,-0.024582376,0.273865248,0.008216931,-0.019608317,0.254760099,0.007330198,-0.019831188,0.24868198,0.007368218,-0.027787525
33,0.271220495,0.007198614,-0.037469901,0.274382871,0.005912277,-0.05305099,0.286518119,0.008049307,-0.033452574,0.279504059,0.006401881,-0.037218119,0.284409703,0.009694554,-0.022590594,0.276323366,0.0071,-0.029957525,0.299188911,0.009939802,-0.030123762,0.298350594,0.007845743,-0.017688218,0.306323762,0.011286634,-0.025634554,0.294887426,0.008073168,-0.024672376,0.323290495,0.012778812,-0.023877624,0.297870792,0.008601584,-0.022520297,0.297897426,0.010255743,-0.025126733,0.291487921,0.010002871,-0.023284653,0.271824257,0.008600693,-0.012570297,0.267895644,0.006440594,-0.029707624,0.270296436,0.006724356,-0.025729109,0.253433663,0.007886337,-0.018710891,0.261354158,0.007087624,-0.025451386,0.24629297,0.006590594,-0.025946337,0.296232673,0.010259109,-0.027562673,0.28275,0.009356139,-0.023109208,0.332763663,0.00927901,-0.005115347,0.314338812,0.010876139,-0.032278317,0.302834356,0.008599406,-0.022471089,0.294413366,0.009527129,-0.018794851,0.302673366,0.005653465,-0.017703366,0.275303663,0.008560396,-0.029446535,0.27953,0.008025248,-0.026584455,0.272432772,0.006867822,-0.022451584,0.27687495,0.005939901,-0.01738604,0.294744158,0.007609604,-0.023041683,0.286646238,0.007676436,-0.021263663,0.273751188,0.006504653,-0.033996139,0.283935644,0.009240099,-0.025215644,0.209804257,0.006827129,-0.024981683,0.218250891,0.007423861,-0.025807228,0.206916238,0.004762871,-0.024532376,0.283025248,0.007666931,-0.019688317,0.263190099,0.006930198,-0.019591188,0.25653198,0.006948218,-0.027927525
34,0.279800495,0.006678614,-0.037619901,0.282502871,0.005202277,-0.05353099,0.295298119,0.007429307,-0.033302574,0.288394059,0.005901881,-0.037708119,0.292969703,0.009164554,-0.022350594,0.285083366,0.00647,-0.030057525,0.308038911,0.009059802,-0.029823762,0.307630594,0.007315743,-0.017828218,0.315393762,0.010876634,-0.025624554,0.304247426,0.007663168,-0.024912376,0.333050495,0.012088812,-0.023587624,0.307310792,0.008111584,-0.022600297,0.307217426,0.009715743,-0.025056733,0.300447921,0.009452871,-0.023224653,0.280694257,0.008290693,-0.012070297,0.276445644,0.006080594,-0.029937624,0.278886436,0.006274356,-0.025669109,0.261753663,0.007266337,-0.018290891,0.269544158,0.006747624,-0.025501386,0.25413297,0.006180594,-0.025866337,0.305222673,0.009649109,-0.027612673,0.29168,0.008736139,-0.023099208,0.343293663,0.00869901,-0.004455347,0.324008812,0.010156139,-0.032428317,0.312384356,0.007969406,-0.022431089,0.303443366,0.008937129,-0.018614851,0.312523366,0.005123465,-0.017783366,0.283823663,0.008180396,-0.029536535,0.28827,0.007635248,-0.026624455,0.281362772,0.006407822,-0.022601584,0.28574495,0.005639901,-0.01739604,0.304154158,0.007179604,-0.023231683,0.295846238,0.007176436,-0.021293663,0.282131188,0.005824653,-0.034376139,0.292635644,0.008860099,-0.025325644,0.216614257,0.006777129,-0.025051683,0.225040891,0.007083861,-0.025907228,0.213426238,0.004482871,-0.024372376,0.292235248,0.006996931,-0.019688317,0.271640099,0.006420198,-0.019271188,0.26442198,0.006448218,-0.027987525
35,0.288470495,0.006058614,-0.037659901,0.290662871,0.004462277,-0.05388099,0.304118119,0.006729307,-0.033042574,0.297344059,0.005321881,-0.038098119,0.301569703,0.008554554,-0.022000594,0.293953366,0.00576,-0.030057525,0.316948911,0.008079802,-0.029413762,0.316980594,0.006685743,-0.017868218,0.324543762,0.010336634,-0.025514554,0.313707426,0.007123168,-0.025062376,0.342870495,0.011258812,-0.023197624,0.316800792,0.007491584,-0.022600297,0.316607426,0.009055743,-0.024896733,0.309477921,0.008792871,-0.023084653,0.289654257,0.007870693,-0.011440297,0.285065644,0.005640594,-0.030077624,0.287556436,0.005724356,-0.025499109,0.270163663,0.006546337,-0.017780891,0.277794158,0.006317624,-0.025461386,0.26203297,0.005680594,-0.025696337,0.314262673,0.008929109,-0.027592673,0.30069,0.007986139,-0.022999208,0.353833663,0.00796901,-0.003695347,0.333738812,0.009326139,-0.032488317,0.321974356,0.007219406,-0.022271089,0.312533366,0.008247129,-0.018354851,0.322433366,0.004493465,-0.017773366,0.292403663,0.007700396,-0.029546535,0.29711,0.007155248,-0.026574455,0.290362772,0.005857822,-0.022661584,0.29466495,0.005249901,-0.01734604,0.313614158,0.006619604,-0.023331683,0.305126238,0.006566436,-0.021243663,0.290581188,0.005044653,-0.034676139,0.301385644,0.008370099,-0.025335644,0.223454257,0.006657129,-0.025011683,0.231870891,0.006643861,-0.025897228,0.220016238,0.004152871,-0.024112376,0.301485248,0.006196931,-0.019598317,0.280130099,0.005790198,-0.018891188,0.27232198,0.005848218,-0.027957525
36,0.297240495,0.005358614,-0.037599901,0.298862871,0.003692277,-0.05410099,0.312978119,0.005959307,-0.032682574,0.306354059,0.004651881,-0.038378119,0.310229703,0.007854554,-0.021560594,0.302923366,0.00496,-0.029937525,0.325928911,0.006999802,-0.028893762,0.326380594,0.005945743,-0.017818218,0.333783762,0.009656634,-0.025304554,0.323237426,0.006483168,-0.025102376,0.352740495,0.010298812,-0.022707624,0.326350792,0.006761584,-0.022530297,0.326067426,0.008275743,-0.024646733,0.318577921,0.008042871,-0.022844653,0.298704257,0.007340693,-0.010680297,0.293765644,0.005120594,-0.030107624,0.296296436,0.005064356,-0.025219109,0.278653663,0.005726337,-0.017160891,0.286124158,0.005817624,-0.025311386,0.26999297,0.005090594,-0.025416337,0.323382673,0.008119109,-0.027492673,0.30978,0.007106139,-0.022799208,0.364393663,0.00709901,-0.002835347,0.343538812,0.008376139,-0.032448317,0.331604356,0.006369406,-0.022001089,0.321693366,0.007467129,-0.018004851,0.332373366,0.003763465,-0.017643366,0.301033663,0.007130396,-0.029476535,0.30605,0.006555248,-0.026414455,0.299422772,0.005207822,-0.022631584,0.30365495,0.004769901,-0.01721604,0.323114158,0.005939604,-0.023351683,0.314486238,0.005876436,-0.021103663,0.299091188,0.004174653,-0.034896139,0.310175644,0.007760099,-0.025245644,0.230344257,0.006467129,-0.024841683,0.238730891,0.006113861,-0.025787228,0.226676238,0.003792871,-0.023762376,0.310775248,0.005276931,-0.019418317,0.288640099,0.005050198,-0.018421188,0.28025198,0.005158218,-0.027827525
37,0.306110495,0.004568614,-0.037409901,0.307102871,0.002882277,-0.05418099,0.321878119,0.005119307,-0.032202574,0.315424059,0.003901881,-0.038558119,0.318939703,0.007054554,-0.021020594,0.312003366,0.00409,-0.029707525,0.334968911,0.005829802,-0.028243762,0.335840594,0.005095743,-0.017678218,0.343093762,0.008836634,-0.024994554,0.332847426,0.005743168,-0.025032376,0.362670495,0.009218812,-0.022117624,0.335950792,0.005911584,-0.022380297,0.335587426,0.007395743,-0.024316733,0.327747921,0.007182871,-0.022504653,0.307814257,0.006710693,-0.009790297,0.302555644,0.004510594,-0.030017624,0.305096436,0.004304356,-0.024829109,0.287203663,0.004816337,-0.016450891,0.294504158,0.005237624,-0.025051386,0.27800297,0.004430594,-0.025046337,0.332552673,0.007199109,-0.027292673,0.31896,0.006116139,-0.022489208,0.374953663,0.00608901,-0.001875347,0.353408812,0.007336139,-0.032288317,0.341254356,0.005409406,-0.021621089,0.330923366,0.006607129,-0.017574851,0.342343366,0.002953465,-0.017403366,0.309723663,0.006470396,-0.029316535,0.31508,0.005855248,-0.026154455,0.308532772,0.004467822,-0.022501584,0.31269495,0.004199901,-0.01700604,0.332654158,0.005159604,-0.023291683,0.323896238,0.005096436,-0.020873663,0.307661188,0.003214653,-0.035036139,0.319015644,0.007040099,-0.025045644,0.237284257,0.006187129,-0.024541683,0.245620891,0.005503861,-0.025567228,0.233416238,0.003382871,-0.023322376,0.320105248,0.004216931,-0.019138317,0.297170099,0.004180198,-0.017871188,0.28818198,0.004378218,-0.027607525
38,0.315070495,0.003678614,-0.037089901,0.315382871,0.002022277,-0.05411099,0.330818119,0.004209307,-0.031602574,0.324554059,0.003081881,-0.038628119,0.327679703,0.006154554,-0.020380594,0.321173366,0.00314,-0.029357525,0.344078911,0.004569802,-0.027483762,0.345350594,0.004165743,-0.017438218,0.352473762,0.007896634,-0.024574554,0.342517426,0.004913168,-0.024852376,0.372640495,0.008008812,-0.021417624,0.345600792,0.004951584,-0.022150297,0.345157426,0.006395743,-0.023886733,0.336967921,0.006222871,-0.022044653,0.316984257,0.005950693,-0.008770297,0.311425644,0.003810594,-0.029817624,0.313956436,0.003444356,-0.024299109,0.295813663,0.003806337,-0.015630891,0.302934158,0.004577624,-0.024701386,0.28605297,0.003700594,-0.024556337,0.341782673,0.006189109,-0.027002673,0.32822,0.005016139,-0.022059208,0.385513663,0.00492901,-0.000815347,0.363348812,0.006196139,-0.032028317,0.350934356,0.004349406,-0.021141089,0.340203366,0.005657129,-0.017054851,0.352333366,0.002043465,-0.017043366,0.318443663,0.005730396,-0.029056535,0.32419,0.005045248,-0.025784455,0.317702772,0.003637822,-0.022281584,0.32178495,0.003529901,-0.01671604,0.342234158,0.004269604,-0.023151683,0.333356238,0.004236436,-0.020543663,0.316261188,0.002184653,-0.035076139,0.327895644,0.006210099,-0.024745644,0.244274257,0.005817129,-0.024111683,0.252540891,0.004803861,-0.025227228,0.240236238,0.002932871,-0.022802376,0.329455248,0.003036931,-0.018738317,0.305700099,0.003200198,-0.017241188,0.29611198,0.003488218,-0.027287525
39,0.324120495,0.002688614,-0.036609901,0.323732871,0.001122277,-0.05388099,0.339788119,0.003219307,-0.030892574,0.333744059,0.002181881,-0.038598119,0.336449703,0.005154554,-0.019630594,0.330423366,0.00212,-0.028877525,0.353248911,0.003219802,-0.026593762,0.354910594,0.003125743,-0.017108218,0.361923762,0.006836634,-0.024044554,0.352227426,0.003993168,-0.024552376,0.382630495,0.006688812,-0.020597624,0.355280792,0.003871584,-0.021840297,0.354767426,0.005295743,-0.023366733,0.346217921,0.005172871,-0.021474653,0.326194257,0.005060693,-0.007620297,0.320375644,0.003020594,-0.029497624,0.322856436,0.002484356,-0.023639109,0.304443663,0.002716337,-0.014700891,0.311404158,0.003837624,-0.024251386,0.29415297,0.002900594,-0.023946337,0.351052673,0.005089109,-0.026612673,0.33754,0.003826139,-0.021509208,0.396043663,0.00363901,0.000344653,0.373348812,0.004966139,-0.031658317,0.360604356,0.003179406,-0.020551089,0.349553366,0.004637129,-0.016434851,0.362323366,0.001053465,-0.016563366,0.327203663,0.004900396,-0.028686535,0.33336,0.004115248,-0.025304455,0.326902772,0.002717822,-0.021951584,0.33092495,0.002749901,-0.01633604,0.351844158,0.003279604,-0.022921683,0.342836238,0.003286436,-0.020103663,0.324911188,0.001074653,-0.035036139,0.336795644,0.005260099,-0.024325644,0.251314257,0.005347129,-0.023561683,0.259460891,0.004023861,-0.024767228,0.247116238,0.002412871,-0.022192376,0.338835248,0.001746931,-0.018238317,0.314240099,0.002110198,-0.016521188,0.30404198,0.002508218,-0.026867525
40,0.333240495,0.001598614,-0.035979901,0.332132871,0.000172277,-0.05348099,0.348798119,0.002149307,-0.030052574,0.343004059,0.001211881,-0.038438119,0.345249703,0.004054554,-0.018780594,0.339733366,0.00103,-0.028277525,0.362468911,0.001799802,-0.025583762,0.364510594,0.001995743,-0.016668218,0.371433762,0.005666634,-0.023424554,0.361967426,0.003003168,-0.024132376,0.392640495,0.005258812,-0.019677624,0.365000792,0.002671584,-0.021440297,0.364417426,0.004065743,-0.022736733,0.355497921,0.004012871,-0.020784653,0.335414257,0.004020693,-0.006330297,0.329405644,0.002140594,-0.029057624,0.331766436,0.001424356,-0.022839109,0.313093663,0.001516337,-0.013660891,0.319864158,0.003027624,-0.023711386,0.30226297,0.002020594,-0.023206337,0.360372673,0.003889109,-0.026122673,0.34692,0.002546139,-0.020839208,0.406533663,0.00221901,0.001594653,0.383388812,0.003656139,-0.031178317,0.370274356,0.001899406,-0.019851089,0.358953366,0.003517129,-0.015704851,0.372303366,-1.65347E-05,-0.015953366,0.335973663,0.003980396,-0.028216535,0.34258,0.003055248,-0.024704455,0.336142772,0.001697822,-0.021521584,0.34009495,0.001849901,-0.01586604,0.361494158,0.002199604,-0.022601683,0.352326238,0.002246436,-0.019543663,0.333581188,-0.000115347,-0.034886139,0.345725644,0.004200099,-0.023805644,0.258394257,0.004757129,-0.022891683,0.266390891,0.003173861,-0.024187228,0.254036238,0.001832871,-0.021492376,0.348225248,0.000356931,-0.017608317,0.322760099,0.000920198,-0.015711188,0.31195198,0.001428218,-0.026347525
