Gait cycle [%],C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML
-25,-0.198709505,0.007138614,0.032230099,-0.204497129,0.008142277,0.04336901,-0.214811881,0.009659307,0.031947426,-0.208065941,0.008121881,0.029321881,-0.217180297,0.006734554,0.018509406,-0.207646634,0.00745,0.026482475,-0.227921089,0.007329802,0.026036238,-0.221319406,0.007615743,0.014611782,-0.229846238,0.007516634,0.023555446,-0.218622574,0.007673168,0.020767624,-0.242139505,0.007528812,0.020402376,-0.222029208,0.008711584,0.019969703,-0.223392574,0.008925743,0.023623267,-0.219592079,0.006442871,0.019855347,-0.205025743,0.007600693,0.012169703,-0.200414356,0.009000594,0.024852376,-0.204493564,0.008024356,0.021760891,-0.193596337,0.006366337,0.018359109,-0.197795842,0.007537624,0.021678614,-0.18809703,0.005740594,0.023743663,-0.224917327,0.008119109,0.025727327,-0.21494,0.006086139,0.019600792,-0.244056337,0.01193901,0.005934653,-0.237061188,0.009826139,0.028091683,-0.225315644,0.009619406,0.020128911,-0.222436634,0.005247129,0.016855149,-0.221316634,0.010513465,0.014496634,-0.203796337,0.006640396,0.025553465,-0.20869,0.006735248,0.024695545,-0.203777228,0.005997822,0.018318416,-0.20602505,0.008329901,0.01610396,-0.218085842,0.008379604,0.019048317,-0.213883762,0.006656436,0.018116337,-0.207748812,0.009414653,0.030543861,-0.211864356,0.005840099,0.020594356,-0.155005743,0.003907129,0.021608317,-0.163989109,0.003583861,0.021562772,-0.154593762,0.004722871,0.022457624,-0.213174752,0.005896931,0.016661683,-0.196009901,0.008210198,0.018888812,-0.19527802,0.006718218,0.024072475
-24,-0.191059505,0.007628614,0.032840099,-0.196487129,0.008512277,0.04337901,-0.206141881,0.010049307,0.032367426,-0.199965941,0.008691881,0.030031881,-0.208290297,0.007294554,0.018809406,-0.199896634,0.00795,0.026862475,-0.218981089,0.007829802,0.026176238,-0.212769406,0.008145743,0.015471782,-0.220676238,0.008406634,0.024075446,-0.209412574,0.008643168,0.021437624,-0.232369505,0.008588812,0.020762376,-0.213109208,0.009361584,0.020649703,-0.214742574,0.009535743,0.024163267,-0.210932079,0.007312871,0.020255347,-0.197025743,0.008260693,0.012859703,-0.192964356,0.009400594,0.025482376,-0.196293564,0.008634356,0.021990891,-0.186216337,0.006826337,0.018769109,-0.190015842,0.008077624,0.022238614,-0.18038703,0.006270594,0.023963663,-0.216077327,0.008849109,0.025787327,-0.20625,0.006856139,0.019790792,-0.234456337,0.01248901,0.006724653,-0.227651188,0.010446139,0.028211683,-0.216595644,0.010219406,0.020558911,-0.213746634,0.005897129,0.017485149,-0.212706634,0.011223465,0.015236634,-0.195806337,0.007330396,0.025973465,-0.20024,0.007605248,0.025045545,-0.195697228,0.006707822,0.018708416,-0.19777505,0.008979901,0.01648396,-0.209285842,0.008999604,0.019398317,-0.205523762,0.007226436,0.018816337,-0.199138812,0.009934653,0.030703861,-0.203444356,0.006470099,0.020704356,-0.148905743,0.004357129,0.022298317,-0.157709109,0.004023861,0.021922772,-0.148073762,0.005322871,0.023067624,-0.205184752,0.006346931,0.017221683,-0.188119901,0.008520198,0.019298812,-0.18749802,0.006978218,0.024352475
-23,-0.183469505,0.008038614,0.033350099,-0.188517129,0.008802277,0.04329901,-0.197491881,0.010289307,0.032667426,-0.191895941,0.009161881,0.030681881,-0.199380297,0.007724554,0.019089406,-0.192136634,0.00835,0.027162475,-0.210031089,0.008209802,0.026266238,-0.204249406,0.008565743,0.016281782,-0.211566238,0.009186634,0.024515446,-0.200272574,0.009483168,0.022067624,-0.222639505,0.009468812,0.021102376,-0.204239208,0.009861584,0.021289703,-0.206082574,0.010005743,0.024643267,-0.202272079,0.008072871,0.020645347,-0.189025743,0.008810693,0.013499703,-0.185524356,0.009700594,0.026032376,-0.188083564,0.009134356,0.022190891,-0.178816337,0.007196337,0.019159109,-0.182225842,0.008517624,0.022748614,-0.17266703,0.006730594,0.024123663,-0.207207327,0.009449109,0.025797327,-0.19757,0.007516139,0.019960792,-0.224896337,0.01288901,0.007484653,-0.218251188,0.010896139,0.028271683,-0.207865644,0.010679406,0.020928911,-0.205056634,0.006467129,0.018065149,-0.204136634,0.011793465,0.015926634,-0.187846337,0.007930396,0.026323465,-0.19183,0.008395248,0.025335545,-0.187627228,0.007337822,0.019068416,-0.18956505,0.009539901,0.01683396,-0.200515842,0.009519604,0.019718317,-0.197173762,0.007686436,0.019476337,-0.190548812,0.010324653,0.030813861,-0.195044356,0.007020099,0.020784356,-0.142855743,0.004787129,0.022908317,-0.151459109,0.004443861,0.022252772,-0.141603762,0.005872871,0.023627624,-0.197174752,0.006736931,0.017731683,-0.180259901,0.008720198,0.019668812,-0.17969802,0.007158218,0.024592475
-22,-0.175939505,0.008378614,0.033750099,-0.180577129,0.009002277,0.04313901,-0.188861881,0.010389307,0.032847426,-0.183825941,0.009511881,0.031241881,-0.190440297,0.008014554,0.019339406,-0.184366634,0.00864,0.027392475,-0.201081089,0.008469802,0.026306238,-0.195759406,0.008855743,0.017021782,-0.202496238,0.009836634,0.024885446,-0.191182574,0.010183168,0.022647624,-0.212949505,0.010168812,0.021412376,-0.195389208,0.010221584,0.021879703,-0.197422574,0.010345743,0.025053267,-0.193632079,0.008722871,0.021005347,-0.181015743,0.009250693,0.014099703,-0.178094356,0.009880594,0.026512376,-0.179853564,0.009524356,0.022350891,-0.171386337,0.007486337,0.019499109,-0.174405842,0.008857624,0.023208614,-0.16494703,0.007090594,0.024233663,-0.198307327,0.009919109,0.025737327,-0.18891,0.008066139,0.020090792,-0.215356337,0.01311901,0.008214653,-0.208851188,0.011176139,0.028261683,-0.199115644,0.010999406,0.021238911,-0.196356634,0.006917129,0.018585149,-0.195606634,0.012223465,0.016566634,-0.179896337,0.008410396,0.026593465,-0.18344,0.009105248,0.025575545,-0.179567228,0.007877822,0.019388416,-0.18136505,0.009999901,0.01712396,-0.191765842,0.009939604,0.020018317,-0.188833762,0.008056436,0.020086337,-0.181968812,0.010594653,0.030863861,-0.186654356,0.007470099,0.020814356,-0.136815743,0.005187129,0.023468317,-0.145229109,0.004823861,0.022542772,-0.135173762,0.006362871,0.024127624,-0.189154752,0.007076931,0.018181683,-0.172409901,0.008830198,0.019978812,-0.17188802,0.007248218,0.024772475
-21,-0.168449505,0.008648614,0.034050099,-0.172647129,0.009122277,0.04287901,-0.180241881,0.010349307,0.032917426,-0.175775941,0.009751881,0.031721881,-0.181460297,0.008164554,0.019549406,-0.176566634,0.0088,0.027522475,-0.192111089,0.008619802,0.026286238,-0.187279406,0.009025743,0.017691782,-0.193446238,0.010366634,0.025175446,-0.182152574,0.010743168,0.023177624,-0.203269505,0.010698812,0.021692376,-0.186579208,0.010441584,0.022409703,-0.188742574,0.010565743,0.025403267,-0.184992079,0.009242871,0.021345347,-0.172985743,0.009560693,0.014629703,-0.170664356,0.009960594,0.026902376,-0.171623564,0.009794356,0.022470891,-0.163926337,0.007686337,0.019799109,-0.166555842,0.009097624,0.023618614,-0.15720703,0.007360594,0.024293663,-0.189387327,0.010239109,0.025617327,-0.18026,0.008506139,0.020180792,-0.205856337,0.01320901,0.008894653,-0.199451188,0.011296139,0.028181683,-0.190355644,0.011179406,0.021488911,-0.187626634,0.007267129,0.019045149,-0.187096634,0.012503465,0.017136634,-0.171976337,0.008770396,0.026783465,-0.17508,0.009705248,0.025745545,-0.171517228,0.008317822,0.019668416,-0.17319505,0.010359901,0.01737396,-0.183035842,0.010249604,0.020288317,-0.180503762,0.008316436,0.020636337,-0.173398812,0.010744653,0.030843861,-0.178264356,0.007840099,0.020814356,-0.130765743,0.005527129,0.023948317,-0.138999109,0.005163861,0.022802772,-0.128763762,0.006782871,0.024577624,-0.181114752,0.007356931,0.018581683,-0.164559901,0.008830198,0.020218812,-0.16404802,0.007248218,0.024892475
-20,-0.160979505,0.008828614,0.034260099,-0.164707129,0.009162277,0.04253901,-0.171631881,0.010179307,0.032867426,-0.167725941,0.009871881,0.032091881,-0.172450297,0.008204554,0.019729406,-0.168726634,0.00883,0.027582475,-0.183121089,0.008659802,0.026206238,-0.178819406,0.009085743,0.018291782,-0.184396238,0.010746634,0.025365446,-0.173172574,0.011173168,0.023637624,-0.193609505,0.011038812,0.021932376,-0.177789208,0.010521584,0.022869703,-0.180052574,0.010645743,0.025663267,-0.176342079,0.009652871,0.021635347,-0.164935743,0.009750693,0.015089703,-0.163214356,0.009940594,0.027212376,-0.163373564,0.009954356,0.022530891,-0.156416337,0.007786337,0.020039109,-0.158675842,0.009217624,0.023958614,-0.14943703,0.007550594,0.024293663,-0.180427327,0.010419109,0.025417327,-0.1716,0.008836139,0.020210792,-0.196396337,0.01313901,0.009524653,-0.190041188,0.011246139,0.028021683,-0.181575644,0.011209406,0.021678911,-0.178876634,0.007497129,0.019445149,-0.178616634,0.012643465,0.017646634,-0.164066337,0.009020396,0.026893465,-0.16672,0.010195248,0.025855545,-0.163467228,0.008647822,0.019898416,-0.16503505,0.010609901,0.01757396,-0.174325842,0.010439604,0.020498317,-0.172163762,0.008466436,0.021116337,-0.164828812,0.010764653,0.030753861,-0.169864356,0.008110099,0.020764356,-0.124705743,0.005817129,0.024378317,-0.132749109,0.005463861,0.023012772,-0.122363762,0.007112871,0.024947624,-0.173044752,0.007566931,0.018911683,-0.156729901,0.008740198,0.020388812,-0.15617802,0.007158218,0.024952475
-19,-0.153529505,0.008918614,0.034360099,-0.156757129,0.009122277,0.04209901,-0.163021881,0.009889307,0.032717426,-0.159695941,0.009881881,0.032371881,-0.163400297,0.008114554,0.019859406,-0.160846634,0.00875,0.027542475,-0.174101089,0.008589802,0.026056238,-0.170369406,0.009025743,0.018821782,-0.175346238,0.010996634,0.025475446,-0.164222574,0.011463168,0.024027624,-0.183959505,0.011208812,0.022132376,-0.169009208,0.010461584,0.023269703,-0.171342574,0.010605743,0.025853267,-0.167692079,0.009932871,0.021875347,-0.156855743,0.009810693,0.015469703,-0.155764356,0.009820594,0.027442376,-0.155103564,0.009994356,0.022550891,-0.148846337,0.007806337,0.020219109,-0.150755842,0.009237624,0.024238614,-0.14164703,0.007640594,0.024233663,-0.171437327,0.010459109,0.025147327,-0.16294,0.009056139,0.020190792,-0.186966337,0.01293901,0.010084653,-0.180621188,0.011036139,0.027781683,-0.172765644,0.011099406,0.021818911,-0.170096634,0.007597129,0.019765149,-0.170156634,0.012653465,0.018076634,-0.156166337,0.009130396,0.026923465,-0.15836,0.010555248,0.025895545,-0.155407228,0.008867822,0.020088416,-0.15687505,0.010759901,0.01772396,-0.165645842,0.010509604,0.020668317,-0.163833762,0.008506436,0.021536337,-0.156248812,0.010664653,0.030593861,-0.161454356,0.008270099,0.020674356,-0.118605743,0.006037129,0.024738317,-0.126489109,0.005723861,0.023162772,-0.115973762,0.007352871,0.025257624,-0.164934752,0.007696931,0.019191683,-0.148889901,0.008540198,0.020488812,-0.14827802,0.006988218,0.024942475
-18,-0.146079505,0.008928614,0.034380099,-0.148767129,0.009012277,0.04156901,-0.154431881,0.009479307,0.032467426,-0.151655941,0.009791881,0.032531881,-0.154320297,0.007904554,0.019929406,-0.152906634,0.00855,0.027412475,-0.165041089,0.008409802,0.025836238,-0.161909406,0.008865743,0.019271782,-0.166266238,0.011086634,0.025485446,-0.155312574,0.011613168,0.024337624,-0.174309505,0.011218812,0.022272376,-0.160249208,0.010281584,0.023569703,-0.162612574,0.010455743,0.025963267,-0.159022079,0.010072871,0.022065347,-0.148755743,0.009750693,0.015789703,-0.148284356,0.009610594,0.027582376,-0.146813564,0.009924356,0.022500891,-0.141216337,0.007746337,0.020319109,-0.142795842,0.009147624,0.024438614,-0.13382703,0.007640594,0.024123663,-0.162397327,0.010349109,0.024807327,-0.15426,0.009156139,0.020120792,-0.177566337,0.01259901,0.010594653,-0.171191188,0.010686139,0.027461683,-0.163935644,0.010839406,0.021888911,-0.161286634,0.007577129,0.019995149,-0.161726634,0.012523465,0.018436634,-0.148266337,0.009120396,0.026863465,-0.14999,0.010775248,0.025875545,-0.147347228,0.008987822,0.020208416,-0.14872505,0.010799901,0.01782396,-0.156975842,0.010469604,0.020778317,-0.155493762,0.008446436,0.021876337,-0.147668812,0.010444653,0.030343861,-0.153024356,0.008340099,0.020534356,-0.112485743,0.006187129,0.025028317,-0.120209109,0.005933861,0.023262772,-0.109583762,0.007492871,0.025477624,-0.156794752,0.007746931,0.019401683,-0.141059901,0.008240198,0.020518812,-0.14034802,0.006728218,0.024872475
-17,-0.138629505,0.008828614,0.034300099,-0.140727129,0.008822277,0.04095901,-0.145841881,0.008959307,0.032107426,-0.143615941,0.009601881,0.032571881,-0.145220297,0.007604554,0.019949406,-0.144906634,0.00825,0.027192475,-0.155961089,0.008139802,0.025546238,-0.153449406,0.008595743,0.019651782,-0.157156238,0.011036634,0.025395446,-0.146432574,0.011643168,0.024567624,-0.164669505,0.011058812,0.022342376,-0.151489208,0.009971584,0.023789703,-0.153872574,0.010185743,0.025983267,-0.150332079,0.010092871,0.022175347,-0.140625743,0.009550693,0.016039703,-0.140784356,0.009310594,0.027632376,-0.138503564,0.009754356,0.022400891,-0.133526337,0.007596337,0.020349109,-0.134815842,0.008947624,0.024578614,-0.12596703,0.007540594,0.023953663,-0.153317327,0.010089109,0.024387327,-0.14556,0.009156139,0.019980792,-0.168196337,0.01212901,0.011024653,-0.161751188,0.010206139,0.027081683,-0.155105644,0.010449406,0.021898911,-0.152456634,0.007437129,0.020155149,-0.153306634,0.012273465,0.018706634,-0.140376337,0.008990396,0.026723465,-0.14161,0.010845248,0.025775545,-0.139267228,0.008977822,0.020278416,-0.14056505,0.010739901,0.01786396,-0.148335842,0.010309604,0.020828317,-0.147133762,0.008276436,0.022146337,-0.139088812,0.010124653,0.030013861,-0.144584356,0.008300099,0.020344356,-0.106335743,0.006277129,0.025248317,-0.113899109,0.006083861,0.023302772,-0.103193762,0.007522871,0.025607624,-0.148604752,0.007706931,0.019541683,-0.133229901,0.007830198,0.020468812,-0.13238802,0.006378218,0.024732475
-16,-0.131179505,0.008638614,0.034150099,-0.132627129,0.008552277,0.04025901,-0.137271881,0.008339307,0.031667426,-0.135565941,0.009311881,0.032511881,-0.136080297,0.007204554,0.019889406,-0.136836634,0.00785,0.026882475,-0.146831089,0.007749802,0.025186238,-0.144969406,0.008225743,0.019961782,-0.148006238,0.010836634,0.025215446,-0.137572574,0.011553168,0.024717624,-0.155029505,0.010748812,0.022352376,-0.142749208,0.009541584,0.023919703,-0.145112574,0.009805743,0.025913267,-0.141622079,0.009982871,0.022225347,-0.132455743,0.009240693,0.016219703,-0.133254356,0.008930594,0.027612376,-0.130163564,0.009474356,0.022240891,-0.125756337,0.007366337,0.020289109,-0.126815842,0.008647624,0.024628614,-0.11808703,0.007350594,0.023733663,-0.144197327,0.009699109,0.023907327,-0.13681,0.009036139,0.019790792,-0.158846337,0.01154901,0.011384653,-0.152301188,0.009596139,0.026621683,-0.146255644,0.009929406,0.021848911,-0.143596634,0.007177129,0.020215149,-0.144906634,0.011903465,0.018906634,-0.132476337,0.008730396,0.026513465,-0.13321,0.010775248,0.025605545,-0.131187228,0.008857822,0.020288416,-0.13239505,0.010559901,0.01784396,-0.139715842,0.010029604,0.020808317,-0.138773762,0.008006436,0.022326337,-0.130498812,0.009694653,0.029583861,-0.136124356,0.008150099,0.020114356,-0.100145743,0.006287129,0.025388317,-0.107559109,0.006153861,0.023282772,-0.096793762,0.007442871,0.025647624,-0.140384752,0.007556931,0.019621683,-0.125419901,0.007330198,0.020338812,-0.12439802,0.005938218,0.024512475
-15,-0.123739505,0.008338614,0.033910099,-0.124477129,0.008202277,0.03947901,-0.128721881,0.007609307,0.031137426,-0.127505941,0.008931881,0.032341881,-0.126940297,0.006704554,0.019769406,-0.128706634,0.00736,0.026482475,-0.137681089,0.007259802,0.024746238,-0.136479406,0.007765743,0.020191782,-0.138826238,0.010486634,0.024955446,-0.128722574,0.011353168,0.024787624,-0.145389505,0.010288812,0.022282376,-0.134019208,0.009011584,0.023959703,-0.136352574,0.009305743,0.025763267,-0.132872079,0.009742871,0.022205347,-0.124255743,0.008820693,0.016339703,-0.125694356,0.008470594,0.027512376,-0.121813564,0.009094356,0.022010891,-0.117936337,0.007066337,0.020159109,-0.118785842,0.008247624,0.024608614,-0.11017703,0.007060594,0.023443663,-0.135047327,0.009159109,0.023357327,-0.12803,0.008816139,0.019540792,-0.149536337,0.01085901,0.011674653,-0.142841188,0.008866139,0.026081683,-0.137415644,0.009289406,0.021748911,-0.134696634,0.006807129,0.020195149,-0.136516634,0.011423465,0.019036634,-0.124576337,0.008350396,0.026233465,-0.1248,0.010565248,0.025355545,-0.123097228,0.008627822,0.020238416,-0.12421505,0.010269901,0.01776396,-0.131105842,0.009629604,0.020728317,-0.130403762,0.007646436,0.022416337,-0.121908812,0.009154653,0.029063861,-0.127644356,0.007910099,0.019824356,-0.093935743,0.006237129,0.025438317,-0.101179109,0.006153861,0.023192772,-0.090393762,0.007262871,0.025577624,-0.132124752,0.007306931,0.019631683,-0.117609901,0.006710198,0.020128812,-0.11638802,0.005408218,0.024212475
-14,-0.116299505,0.007958614,0.033580099,-0.116277129,0.007782277,0.03862901,-0.120171881,0.006789307,0.030527426,-0.119425941,0.008471881,0.032061881,-0.117800297,0.006124554,0.019569406,-0.120526634,0.00679,0.025982475,-0.128501089,0.006659802,0.024246238,-0.127969406,0.007205743,0.020371782,-0.129596238,0.010006634,0.024595446,-0.119892574,0.011033168,0.024777624,-0.135739505,0.009678812,0.022132376,-0.125289208,0.008361584,0.023889703,-0.127602574,0.008705743,0.025523267,-0.124092079,0.009382871,0.022105347,-0.116025743,0.008290693,0.016399703,-0.118104356,0.007940594,0.027332376,-0.113433564,0.008634356,0.021720891,-0.110056337,0.006686337,0.019939109,-0.110765842,0.007757624,0.024508614,-0.10225703,0.006690594,0.023093663,-0.125857327,0.008489109,0.022747327,-0.11921,0.008496139,0.019230792,-0.140256337,0.01005901,0.011904653,-0.133391188,0.008016139,0.025481683,-0.128575644,0.008529406,0.021568911,-0.125776634,0.006337129,0.020095149,-0.128136634,0.010843465,0.019086634,-0.116676337,0.007870396,0.025883465,-0.11639,0.010225248,0.025025545,-0.114997228,0.008277822,0.020128416,-0.11602505,0.009879901,0.01762396,-0.122515842,0.009119604,0.020588317,-0.122013762,0.007196436,0.022416337,-0.113328812,0.008524653,0.028443861,-0.119154356,0.007570099,0.019494356,-0.087705743,0.006107129,0.025408317,-0.094759109,0.006073861,0.023042772,-0.083983762,0.006982871,0.025407624,-0.123834752,0.006936931,0.019571683,-0.109819901,0.006000198,0.019828812,-0.10836802,0.004788218,0.023842475
-13,-0.108859505,0.007478614,0.033160099,-0.108037129,0.007262277,0.03771901,-0.111651881,0.005869307,0.029847426,-0.111345941,0.007931881,0.031671881,-0.108670297,0.005444554,0.019299406,-0.112296634,0.00612,0.025392475,-0.119311089,0.005929802,0.023656238,-0.119439406,0.006565743,0.020481782,-0.120316238,0.009396634,0.024165446,-0.111052574,0.010623168,0.024677624,-0.126099505,0.008938812,0.021912376,-0.116579208,0.007631584,0.023729703,-0.118852574,0.007985743,0.025203267,-0.115272079,0.008912871,0.021935347,-0.107775743,0.007660693,0.016389703,-0.110474356,0.007340594,0.027072376,-0.105033564,0.008074356,0.021360891,-0.102136337,0.006226337,0.019649109,-0.102745842,0.007177624,0.024328614,-0.09431703,0.006230594,0.022673663,-0.116647327,0.007669109,0.022077327,-0.11034,0.008086139,0.018860792,-0.131006337,0.00916901,0.012054653,-0.123951188,0.007056139,0.024791683,-0.119765644,0.007669406,0.021338911,-0.116826634,0.005757129,0.019915149,-0.119756634,0.010163465,0.019076634,-0.108776337,0.007270396,0.025463465,-0.10796,0.009735248,0.024605545,-0.106887228,0.007817822,0.019938416,-0.10782505,0.009379901,0.01741396,-0.113935842,0.008489604,0.020368317,-0.113633762,0.006656436,0.022306337,-0.104758812,0.007784653,0.027723861,-0.110644356,0.007130099,0.019104356,-0.081455743,0.005897129,0.025288317,-0.088269109,0.005913861,0.022812772,-0.077563762,0.006622871,0.025137624,-0.115524752,0.006436931,0.019451683,-0.102059901,0.005180198,0.019448812,-0.10032802,0.004068218,0.023392475
-12,-0.101409505,0.006898614,0.032640099,-0.099777129,0.006652277,0.03674901,-0.103131881,0.004859307,0.029077426,-0.103275941,0.007311881,0.031191881,-0.099590297,0.004654554,0.018969406,-0.104046634,0.00537,0.024712475,-0.110111089,0.005069802,0.022996238,-0.110909406,0.005825743,0.020541782,-0.110986238,0.008666634,0.023645446,-0.102222574,0.010103168,0.024497624,-0.116469505,0.008068812,0.021602376,-0.107889208,0.006791584,0.023479703,-0.110132574,0.007155743,0.024793267,-0.106442079,0.008322871,0.021685347,-0.099535743,0.006930693,0.016319703,-0.102814356,0.006670594,0.026722376,-0.096633564,0.007424356,0.020940891,-0.094196337,0.005686337,0.019269109,-0.094755842,0.006507624,0.024068614,-0.08637703,0.005690594,0.022163663,-0.107437327,0.006709109,0.021337327,-0.10145,0.007566139,0.018440792,-0.121806337,0.00817901,0.012144653,-0.114541188,0.005996139,0.024031683,-0.110985644,0.006709406,0.021028911,-0.107846634,0.005077129,0.019645149,-0.111386634,0.009393465,0.018996634,-0.100876337,0.006580396,0.024983465,-0.09953,0.009125248,0.024095545,-0.098787228,0.007237822,0.019698416,-0.09961505,0.008779901,0.01713396,-0.105375842,0.007739604,0.020088317,-0.105243762,0.006036436,0.022096337,-0.096208812,0.006934653,0.026893861,-0.102124356,0.006590099,0.018664356,-0.075205743,0.005607129,0.025078317,-0.081719109,0.005673861,0.022502772,-0.071153762,0.006182871,0.024767624,-0.107194752,0.005806931,0.019251683,-0.094309901,0.004260198,0.018988812,-0.09228802,0.003268218,0.022852475
-11,-0.093959505,0.006238614,0.032020099,-0.091517129,0.005942277,0.03571901,-0.094641881,0.003749307,0.028237426,-0.095205941,0.006611881,0.030611881,-0.090560297,0.003774554,0.018579406,-0.095796634,0.00451,0.023942475,-0.100921089,0.004079802,0.022256238,-0.102369406,0.005015743,0.020531782,-0.101636238,0.007836634,0.023055446,-0.093402574,0.009483168,0.024217624,-0.106839505,0.007058812,0.021212376,-0.099219208,0.005871584,0.023139703,-0.101442574,0.006205743,0.024303267,-0.097592079,0.007642871,0.021345347,-0.091305743,0.006110693,0.016169703,-0.095124356,0.005930594,0.026292376,-0.088243564,0.006674356,0.020450891,-0.086266337,0.005066337,0.018809109,-0.086795842,0.005747624,0.023738614,-0.07844703,0.005090594,0.021583663,-0.098237327,0.005619109,0.020517327,-0.09255,0.006946139,0.017950792,-0.112636337,0.00708901,0.012164653,-0.105151188,0.004826139,0.023191683,-0.102245644,0.005649406,0.020648911,-0.098846634,0.004307129,0.019295149,-0.103026634,0.008543465,0.018866634,-0.092986337,0.005790396,0.024423465,-0.0911,0.008385248,0.023505545,-0.090697228,0.006557822,0.019378416,-0.09141505,0.008059901,0.01678396,-0.096835842,0.006889604,0.019738317,-0.096863762,0.005326436,0.021776337,-0.087698812,0.005984653,0.025963861,-0.093604356,0.005960099,0.018164356,-0.068975743,0.005237129,0.024778317,-0.075089109,0.005363861,0.022122772,-0.064743762,0.005662871,0.024287624,-0.098864752,0.005046931,0.018991683,-0.086599901,0.003240198,0.018428812,-0.08426802,0.002368218,0.022242475
-10,-0.086499505,0.005498614,0.031300099,-0.083267129,0.005122277,0.03460901,-0.086171881,0.002539307,0.027307426,-0.087155941,0.005821881,0.029941881,-0.081620297,0.002774554,0.018129406,-0.087566634,0.00355,0.023092475,-0.091751089,0.002929802,0.021436238,-0.093829406,0.004125743,0.020451782,-0.092266238,0.006906634,0.022385446,-0.084592574,0.008763168,0.023847624,-0.097219505,0.005918812,0.020742376,-0.090579208,0.004861584,0.022709703,-0.092792574,0.005145743,0.023733267,-0.088742079,0.006852871,0.020915347,-0.083115743,0.005210693,0.015949703,-0.087404356,0.005130594,0.025762376,-0.079873564,0.005834356,0.019890891,-0.078346337,0.004346337,0.018269109,-0.078885842,0.004897624,0.023328614,-0.07053703,0.004400594,0.020903663,-0.089067327,0.004389109,0.019617327,-0.08364,0.006236139,0.017400792,-0.103516337,0.00592901,0.012114653,-0.095801188,0.003546139,0.022261683,-0.093555644,0.004499406,0.020198911,-0.089846634,0.003437129,0.018865149,-0.094666634,0.007603465,0.018676634,-0.085106337,0.004920396,0.023793465,-0.08269,0.007515248,0.022815545,-0.082627228,0.005757822,0.018978416,-0.08322505,0.007239901,0.01636396,-0.088325842,0.005919604,0.019308317,-0.088503762,0.004536436,0.021356337,-0.079218812,0.004914653,0.024923861,-0.085084356,0.005220099,0.017614356,-0.062775743,0.004787129,0.024368317,-0.068409109,0.004973861,0.021652772,-0.058353762,0.005072871,0.023717624,-0.090544752,0.004156931,0.018651683,-0.078919901,0.002150198,0.017788812,-0.07625802,0.001398218,0.021552475
-9,-0.079019505,0.004668614,0.030480099,-0.075057129,0.004192277,0.03343901,-0.077731881,0.001249307,0.026277426,-0.079125941,0.004941881,0.029171881,-0.072760297,0.001654554,0.017609406,-0.079376634,0.00248,0.022162475,-0.082611089,0.001639802,0.020526238,-0.085309406,0.003155743,0.020301782,-0.082896238,0.005876634,0.021645446,-0.075812574,0.007943168,0.023397624,-0.087609505,0.004668812,0.020192376,-0.081969208,0.003771584,0.022189703,-0.084172574,0.003975743,0.023063267,-0.079912079,0.005962871,0.020405347,-0.074975743,0.004220693,0.015649703,-0.079664356,0.004260594,0.025142376,-0.071543564,0.004884356,0.019260891,-0.070476337,0.003526337,0.017639109,-0.071035842,0.003957624,0.022848614,-0.06267703,0.003650594,0.020123663,-0.079967327,0.003019109,0.018627327,-0.07475,0.005416139,0.016780792,-0.094426337,0.00467901,0.012004653,-0.086471188,0.002176139,0.021261683,-0.084905644,0.003259406,0.019658911,-0.080846634,0.002467129,0.018355149,-0.086326634,0.006593465,0.018436634,-0.077236337,0.003960396,0.023083465,-0.0743,0.006535248,0.022025545,-0.074587228,0.004857822,0.018518416,-0.07506505,0.006299901,0.01587396,-0.079845842,0.004839604,0.018788317,-0.080163762,0.003666436,0.020816337,-0.070798812,0.003734653,0.023773861,-0.076574356,0.004380099,0.017014356,-0.056635743,0.004247129,0.023848317,-0.061669109,0.004513861,0.021102772,-0.052013762,0.004412871,0.023047624,-0.082244752,0.003146931,0.018241683,-0.071269901,0.000990198,0.017058812,-0.06826802,0.000348218,0.020782475
